2010111839,2081187023
2075849370,2091334018
2020477787,1977217170
2265274733,2030180862
1519633459,1998223573
2133656293,1987839393
2770171480,2039573396
1970574470,2057351095
2119787254,207889878
2102671839,2069631336
2156600251,21134984
2058517386,2066641518
2185089786,1544092585
2106563193,2007326919
2794116985,1999423794
2754561259,2002532178
2077390582,2089079034
1560867615,2119172249
2133493128,1970024386
1967265325,2299450869
1990440288,2119401520
2301939399,2158094080
2119125521,2003334213
1979741912,2100425216
2415814155,77127219
2413372760,2103509407
2885605819,2604236302
2559838179,2529216451
1928413577,2050022378
2315212840,1966675014
2065586492,2069444320
1504677683,2065005647
2239847623,2184135559
1974811483,2098517949
2213006774,2058767932
2112193777,2168955357
2036356893,2069802496
1767773564,2042474962
2702201312,850385441
2796907648,2624668901
2755560864,2033836773
1504647293,179902480
2095396708,1985601475
2058345524,2810743122
1967625339,1975098556
1729492423,1974433586
2091789676,2107229032
1982202820,2017627447
2340713839,2102380794
2512303293,2165573852
583764060,588346287
2511689642,2153454975
2607217001,2149866420
1941114438,1611652824
1954719514,2055110930
2171767834,2031548574
1967240154,2088668851
2093413028,2135752483
2068669232,1605052304
2789764995,2106837094
1970411722,2162350677
2027997724,2141548614
2130738848,2078743364
2607711656,2058635469
2016603977,1979629421
2091267889,1575984657
2111573846,1972590258
2084229748,2058829011
2439494797,2068859284
2120706821,2489784754
2429804174,1837370926
2143896302,1631356911
2002186152,2233500407
2886224880,2518605874
1883430521,2115463092
2049643884,1970897960
2549082561,1995414190
2774796173,1776042733
1610956492,2114191791
2294352210,2064867424
2164325478,2044983500
2770320906,1575421382
1991806365,2084655453
2078636535,2103683082
2349969959,1639961155
2047270951,1568300605
1988827937,2105708739
2575993727,2034483141
2165642294,2035603111
2547889050,2370670507
2785289868,2564622160
1535543900,2912369344
1441391542,12623563
386512660,1583488702
2073554859,2037548627
2811274386,1598066046
2061379708,2039051581
2135836751,1976224613
1944775965,2045359393
2057060452,2120718235
2141099229,2019691057
1969399426,2018761601
2080061484,1613133207
1981725943,2072028848
2888975485,2032095233
1537256197,653925602
2090094926,2166961983
2006262472,1525156005
2524254513,2010273876
2040411402,2076345023
2115895226,2170689655
2619411504,1975525353
2097009553,2142175688
2479048248,2000504503
2896103791,2128459818
2785091167,2437754380
2752966176,1974280523
1980748072,2117748679
2153625147,2036610827
2528379776,2067551410
2127269177,2030333238
2266832919,2094133944
2768281325,2010850923
1991487687,2169980403
2616404353,1970779680
2213912886,1575833827
2547797278,2172073677
2167408577,2070632872
20216130,2057235227
1656119419,2093340278
1980089246,1977623683
2004134178,2100425608
1738007127,2057438003
2032159528,1947710832
2038532305,2084644025
1986300063,2116466430
1964354240,2060904747
1835018217,2057980978
1976886127,1981539632
2163781519,2017925164
2163555909,2096761182
2068605993,2159593989
2776298788,2319865874
2104840835,1970145293
2336746144,1668258826
2166829517,1977085339
1996550083,1998684053
2172243624,2062009667
2015298026,2065346559
2775822555,1649119254
