"V. N. Senoguz and Q. Shafi, “Reheat temperature in supersymmetric hybrid inflation models,” Phys. Rev. D ¦71¦, 043514 (2005) [hep-ph/0412102]."␞https://academic.microsoft.com/#/detail/2075392245
"Keiding, N. and Nielsen, J.E. (1975) Branching processes with varying and random geometric offspring distributions. ¦J. Appl. Prob.¦ ¦12¦, 135–141."␞https://academic.microsoft.com/#/detail/2332540167
"H. Izeki and S. Nayatani, ¦Combinatorial harmonic maps and discrete-group actions on Hadamard spaces¦, Geom. Dedicata ¦114¦ (2005), 147–188."␞https://academic.microsoft.com/#/detail/2017711173
"T. Adamo, M. Bullimore, L. Mason and D. Skinner, “Scattering Amplitudes and Wilson Loops in Twistor Space,” J. Phys. A ¦44¦ (2011) 454008 [arXiv:1104.2890 [hep-th]]."␞https://academic.microsoft.com/#/detail/2002091616
"Eren Mehmet Kıral and Matthew Young, ¦The fifth moment of modular FORMULA -functions¦, arXiv preprint arXiv:1701.07507 (2017)."␞https://academic.microsoft.com/#/detail/2582886839
"T. Baumgarte and S. Shapiro, ¦Numerical Relativity: Solving Einstein's Equations on the Computer¦. Cambridge University Press, 2010. ¦http://¦books.google.co.uk/books?id=dxU1OEinvRUC."␞https://academic.microsoft.com/#/detail/2566410267
"R.E. Renfordt, D. Schall, R. Bock, R. Brockmann, J.W. Harris, A. Sandoval, R. Stock, H. Ströbele, D. Bangert, W. Rauch, G. Odyniec, H.G. Pugh, and L.S. Schroeder, Phys. Rev. Lett. 53 (1984) 763."␞https://academic.microsoft.com/#/detail/2001418221
"T. A. Porter, I. V. Moskalenko, A. W. Strong, E. Orlando and L. Bouchet, arXiv:0804.1774 [astro-ph]."␞https://academic.microsoft.com/#/detail/2129746122
"Jon Kleinberg, Sendhil Mullainathan, and Manish Raghavan. Inherent trade-offs in the fair determination of risk scores. ¦arXiv preprint arXiv:1609.05807¦, 2016."␞https://academic.microsoft.com/#/detail/2522104760
"R.M. Fernandes, L. H. VanBebber, S. Bhattacharya, P. Chandra, V. Keppens, D. Mandrus, M.A. McGuire, B.C. Sales, A.S. Sefat, and J. Schmalian, Phys. Rev. Lett. ¦105¦, 157003 (2010)"␞https://academic.microsoft.com/#/detail/2143202785
"Fomin, S., Wei, P., Chugunov, V., 1995. Contact melting by a non-isothermal heating surface of arbitrary shape. Int. J. Heat Mass Transfer 38 (17), 3275–3284."␞https://academic.microsoft.com/#/detail/2030656707
"R.F. Lebed, arXiv:1507.05867v1 [hep-ph]."␞https://academic.microsoft.com/#/detail/1844403609
"R. Billinton, R. Karki, Y. Gao, D. Huang, P. Hu, and W. Wangdee, “Adequacy Assessment Considerations in Wind Integrated Power Systems,” ¦IEEE Trans. Power Syst.¦, vol. 27, no. 4, pp. 2297–2305, 2012."␞https://academic.microsoft.com/#/detail/2024825567
